Rapport_Collecte,Rapport_clean,Contamination,Etat_materiau
"Papier usagé depuis le Centre de Tri. Poids relevé : 10.6 kg. Faible rigidité, non conducteur. Matériau mélangé à d'autres déchets.",papier usagé depuis centre tri poids relevé 10 6kg faible rigidité non conducteur mélangé autres déchets,0,Inconnu
"Collecte de déchets papier provenant de l'Usine A. Masse 20.3 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",déchets papier provenant masse 20 3kg semi rigide sans conductivité électrique surface très opaque,0,Inconnu
"Plastique de tri sélectif issu de la collecte citoyenne. Masse 33.3 kg. Matériau semi-rigide, faible conductivité. Étiquetage absent sur le conteneur.",plastique tri sélectif citoyenne masse 33 3kg semi rigide faible conductivité étiquetage absent conteneur,0,Inconnu
"Lot de verre trié provenant de l'Usine A. Masse 164.5 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Volume surestimé, vérification recommandée.",verre trié provenant masse 164 5kg lourd extrêmement rigide aspect légèrement translucide volume surestimé vérification recommandée,0,Moyen
"Lot plastique au centre de tri municipal. Volume 99.5 L, poids 24.4 kg. Aspect légèrement translucide, rigidité moyenne. Aucune trace de métal.",plastique centre tri municipal volume 99 poids 24 4kg aspect légèrement translucide rigidité moyenne aucune trace métal,1,Moyen
"Plastique de tri sélectif au Centre de Tri. Masse 44.9 kg. Matériau semi-rigide, faible conductivité. Odeur inhabituelle signalée par l'agent.",plastique tri sélectif centre tri masse 44 9kg semi rigide faible conductivité odeur inhabituelle signalée agent,0,Inconnu
"Emballages plastiques récupérés à l'Usine A. Masse 32.0 kg, volume 65.1 L. semi-rigide, non conducteur.",emballages plastique récupérés masse 32 0kg volume 65 semi rigide non conducteur,0,Inconnu
"Feuilles et cartons collectés au centre de tri municipal. Masse totale 9.1 kg. Matériau léger, souple et opaque. Matériau mélangé à d'autres déchets.",feuilles carton centre tri municipal masse totale 9 1kg léger souple opaque mélangé autres déchets,0,Inconnu
"Ferraille ou métal collecté provenant de l'Usine A. Masse 65.4 kg. Haute conductivité électrique, matériau extrêmement rigide. Prix revente estimé.",ferraille métal provenant masse 65 4kg haute conductivité électrique extrêmement rigide prix revente,0,Inconnu
Lot de verre trié au Centre de Tri. Masse 228.9 kg. Matériau lourd et extrêmement rigide. Aspect indéterminée. Odeur inhabituelle signalée par l'agent.,verre trié centre tri masse 228 9kg lourd extrêmement rigide aspect indéterminée odeur inhabituelle signalée agent,0,Inconnu
Déchets métalliques triés à l'Usine A. Poids 57.1 kg. Conductivité mesurée : non mesurée. Matériau dense et résistant. Conditionnement non conforme au protocole.,déchets métalliques triés poids 57 1kg conductivité mesurée non mesurée dense résistant conditionnement non conforme protocole,0,Inconnu
"Plastique de tri sélectif en provenance de l'Usine A. Masse 27.2 kg. Matériau semi-rigide, faible conductivité. Odeur inhabituelle signalée par l'agent.",plastique tri sélectif masse 27 2kg semi rigide faible conductivité odeur inhabituelle signalée agent,0,Inconnu
"Déchet plastique collecté en provenance de l'Usine A. Poids 18.5 kg, volume non mesuré L. Rigidité rigide, non conducteur. Surface semi-opaque.",plastique poids 18 5kg volume non mesuré rigidité rigide non conducteur surface semi opaque,0,Inconnu
"Métal de récupération en provenance de l'Usine B. Masse non mesuré kg. Forte conductivité (non mesurée), rigidité élevée. Bonne valeur marchande.",métal récupération masse non mesuré forte conductivité non mesurée rigidité élevée bonne valeur marchande,0,Inconnu
"Lot métallique au Centre de Tri. Poids 75.0 kg, volume non mesuré L. Conducteur, très rigide. Aspect très opaque. Poids anormalement élevé pour cette catégorie.",métallique centre tri poids 75 0kg volume non mesuré conducteur très rigide aspect très opaque poids anormalement élevé cette catégorie,0,Inconnu
"Métal de récupération via la collecte citoyenne. Masse 53.3 kg. Forte conductivité (0.808), rigidité élevée. Bonne valeur marchande.",métal récupération via citoyenne masse 53 3kg forte conductivité 0 808 rigidité élevée bonne valeur marchande,0,Inconnu
"Lot de déchets non identifiés provenant de l'Usine A. Masse non mesuré kg. Comportement physique atypique, classification incertaine. Aucune anomalie signalée.",déchets non identifiés provenant masse non mesuré comportement physique atypique classification incertaine aucune anomalie signalée,0,Inconnu
"Déchets plastiques divers à l'Usine B. Poids estimé 28.9 kg. Opacité légèrement translucide, souplesse variable. Matériau mélangé à d'autres déchets.",déchets plastique diver poids 28 9kg opacité légèrement translucide souplesse variable mélangé autres déchets,0,Moyen
"Déchet en verre collecté issu de la collecte citoyenne. Poids lourd : 168.8 kg, volume 321.1 L. Très rigide, non conducteur, aspect légèrement translucide.",verre citoyenne poids lourd 168 8kg volume 321 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Déchets en verre identifiés provenant de l'Usine A. Poids 195.4 kg, volume 415.0 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés provenant poids 195 4kg volume 415 non conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Plastique de tri sélectif issu de la collecte citoyenne. Masse 26.2 kg. Matériau de rigidité non mesurée, faible conductivité. Odeur inhabituelle signalée par l'agent.",plastique tri sélectif citoyenne masse 26 2kg rigidité non mesurée faible conductivité odeur inhabituelle signalée agent,0,Inconnu
"Métal de récupération depuis l'Usine B. Masse 62.7 kg. Forte conductivité (0.997), rigidité élevée. Bonne valeur marchande.",métal récupération depuis masse 62 7kg forte conductivité 0 997 rigidité élevée bonne valeur marchande,0,Inconnu
Déchets métalliques triés via la collecte citoyenne. Poids 55.9 kg. Conductivité mesurée : 0.924. Matériau dense et résistant. Étiquetage absent sur le conteneur.,déchets métalliques triés via citoyenne poids 55 9kg conductivité mesurée 0 924 dense résistant étiquetage absent conteneur,0,Inconnu
"Lot de déchets non identifiés en provenance de l'Usine A. Masse 233.4 kg. Comportement physique atypique, classification incertaine. Lot conforme aux standards de tri.",déchets non identifiés masse 233 4kg comportement physique atypique classification incertaine conforme standard tri,0,Inconnu
"Déchet plastique collecté issu de la collecte citoyenne. Poids 38.5 kg, volume 57.3 L. Rigidité semi-rigide, non conducteur. Surface semi-opaque.",plastique citoyenne poids 38 5kg volume 57 rigidité semi rigide non conducteur surface semi opaque,0,Inconnu
"Déchet en verre collecté lors d'une collecte citoyenne. Poids lourd : non mesuré kg, volume 356.5 L. Très rigide, non conducteur, aspect légèrement translucide.",verre lors citoyenne poids lourd non mesuré volume 356 très rigide non conducteur aspect légèrement translucide,0,Moyen
"Déchets en verre identifiés en provenance de l'Usine A. Poids non mesuré kg, volume 325.3 L. Non conducteur, très rigide. Nécessite manipulation avec précaution.",déchets verre identifiés poids non mesuré volume 325 non conducteur très rigide nécessite manipulation précaution,0,Inconnu
"Collecte de déchets papier depuis l'Usine B. Masse 11.8 kg. Matériau souple, sans conductivité électrique. Surface très opaque.",déchets papier depuis masse 11 8kg souple sans conductivité électrique surface très opaque,0,Inconnu
"Lot de papier récupéré depuis l'Usine B. Poids léger de 16.1 kg, volume moyen. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré depuis poids léger 16 1kg volume moyen souple non conducteur aspect très opaque bon état général,0,Moyen
"Collecte de déchets papier via la collecte citoyenne. Masse 15.0 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",déchets papier via citoyenne masse 15 0kg semi rigide sans conductivité électrique surface très opaque,0,Inconnu
"Déchet métallique détecté au Centre de Tri. Poids 83.4 kg, volume 178.0 L. Conductivité élevée (0.912), rigidité importante. Étiquetage absent sur le conteneur.",métallique détecté centre tri poids 83 4kg volume 178 conductivité élevée 0 912 rigidité importante étiquetage absent conteneur,0,Inconnu
"Déchets plastiques divers via la collecte citoyenne. Poids estimé 19.6 kg. Opacité légèrement translucide, souplesse variable. Odeur inhabituelle signalée par l'agent.",déchets plastique diver via citoyenne poids 19 6kg opacité légèrement translucide souplesse variable odeur inhabituelle signalée agent,0,Moyen
"Déchets plastiques divers au Centre de Tri. Poids estimé 32.3 kg. Opacité indéterminée, souplesse variable. Poids anormalement élevé pour cette catégorie.",déchets plastique diver centre tri poids 32 3kg opacité indéterminée souplesse variable poids anormalement élevé cette catégorie,0,Inconnu
"Déchets plastiques divers lors d'une collecte citoyenne. Poids estimé 30.3 kg. Opacité légèrement translucide, souplesse variable. Traces d'humidité détectées.",déchets plastique diver lors citoyenne poids 30 3kg opacité légèrement translucide souplesse variable trace humidité détectées,1,Moyen
"Emballages plastiques récupérés depuis l'Usine B. Masse 23.8 kg, volume 22.5 L. semi-rigide, non conducteur.",emballages plastique récupérés depuis masse 23 8kg volume 22 semi rigide non conducteur,0,Inconnu
"Lot de papier récupéré issu de la collecte citoyenne. Poids léger de 12.0 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré citoyenne poids léger 12 0kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Lot métallique via la collecte citoyenne. Poids 62.6 kg, volume 143.4 L. Conducteur, très rigide. Aspect très opaque. Acheminement prioritaire demandé.",métallique via citoyenne poids 62 6kg volume 143 conducteur très rigide aspect très opaque acheminement prioritaire demandé,0,Inconnu
"Déchets métalliques triés depuis le Centre de Tri. Poids non mesuré kg. Conductivité mesurée : non mesurée. Matériau dense et résistant. État dégradé, recyclage partiel possible.",déchets métalliques triés depuis centre tri poids non mesuré conductivité mesurée non mesurée dense résistant état dégradé recyclage partiel possible,0,Inconnu
"Collecte de déchets papier en provenance de l'Usine B. Masse 17.8 kg. Matériau semi-rigide, sans conductivité électrique. Surface très opaque.",déchets papier masse 17 8kg semi rigide sans conductivité électrique surface très opaque,0,Inconnu
"Lot métallique au Centre de Tri. Poids 35.0 kg, volume 80.8 L. Conducteur, très rigide. Aspect très opaque. Légère contamination observée.",métallique centre tri poids 35 0kg volume 80 conducteur très rigide aspect très opaque légère contamination observée,1,Inconnu
"Lot de papier récupéré issu de la collecte citoyenne. Poids léger de 18.2 kg, volume petit. Matériau souple, non conducteur, aspect très opaque. Bon état général.",papier récupéré citoyenne poids léger 18 2kg volume petit souple non conducteur aspect très opaque bon état général,0,Inconnu
"Déchets plastiques divers provenant de l'Usine A. Poids estimé 39.9 kg. Opacité légèrement translucide, souplesse variable. Traces d'humidité détectées.",déchets plastique diver provenant poids 39 9kg opacité légèrement translucide souplesse variable trace humidité détectées,1,Moyen
"Papier usagé lors d'une collecte citoyenne. Poids relevé : 14.7 kg. Faible rigidité, non conducteur. Conditionnement non conforme au protocole.",papier usagé lors citoyenne poids relevé 14 7kg faible rigidité non conducteur conditionnement non conforme protocole,0,Inconnu
"Emballages plastiques récupérés via la collecte citoyenne. Masse 12.7 kg, volume 50.2 L. semi-rigide, non conducteur.",emballages plastique récupérés via citoyenne masse 12 7kg volume 50 semi rigide non conducteur,0,Inconnu
"Déchets plastiques divers au centre de tri municipal. Poids estimé 40.1 kg. Opacité légèrement translucide, souplesse variable. Odeur inhabituelle signalée par l'agent.",déchets plastique diver centre tri municipal poids 40 1kg opacité légèrement translucide souplesse variable odeur inhabituelle signalée agent,0,Moyen
Lot de verre trié à l'Usine A. Masse 251.7 kg. Matériau lourd et extrêmement rigide. Aspect légèrement translucide. Odeur inhabituelle signalée par l'agent.,verre trié masse 251 7kg lourd extrêmement rigide aspect légèrement translucide odeur inhabituelle signalée agent,0,Moyen
